youtube_id,label,year,transcript,num_words,duration_sec,language,n_frames,mean_brightness,std_brightness,mean_edge_density
dpNrqJQoO-8,0,2024,"What's up, YC? I'm Dustin, computer science graduate from the University of Florida. I do all the tech and design for Perch. And I'm JJ. I'm a current student at UF, a former college athlete, and I handle all of the operations, marketing, and customer support. So every football season, hundreds of thousands of fans struggle to find parking in Canesville, ultimately having to settle for over-priced spots that put them miles away from the stadium. Meanwhile, local property owners stand outside, holding up cardboard signs, and have to manually funnel cars into their lot. Perch bridges this gap. Proper owners can list their spots in advance for fans to pre-reserve completely streamlining the process on both sides. Yep, last year we did about $3,000 in reservations just due to a single Facebook post and some fake parking tickets that we use as flyers. This year, we're four games into the 2023 football season. We've done over 800 reservations for $50,000 in gross merchandise value, and fans rave every single day about how much we improve their game day experience. But for us, college football parking is just the beginning. We want to take this solution and scale it across the globe to other locations and venues, and we would love YC's help in getting there. Nice guys.",218,69.160625,en,10,0.4633516579866409,0.2725739300251007,0.04532867856323719
M8ewbfiABFI,0,2024,"Hi, I'm Tobias from Berlin and I'm running FlassoDII. FlassoDII is a software as a service, providing pre-built lead generators for self-employed and small-sized businesses. Also working as a freelancer before in building startups, I know how limited the time is, but how important leads are so that I really want to make the entry as smooth as possible, but providing a good base to build on up. And yeah, one of my first startups was in online tutoring, where we mediated classes between students and teachers, but the demand of students asking for classes was way higher, that we could provide, that we just started to sell them. And later on we got acquired by the biggest buyer of our leads, so that's how I think I got into the lead business. Then I moved on into a real estate making the same again, and I felt this is the passion and motivation I have for, and it works good for my users, and I want to just get into full-time working on the feedback I got, and yeah, I think that's the big why. So I'm looking forward for the interview.",193,83.008,en,10,0.4230833053588867,0.22453926354646683,0.021990077383816243
CciBjoTaZIc,0,2015,"Hello, why are you combinator? My name is Phuc, and we are the founders of AMIA. So basically, AMIA is a mobile app that let you share with your friends what you want to do today. And the AMIA is the solution we come up with for the problems we're facing. The problem is when I try to ask my friend out, so we try to ask his friend out. For the other time, we get rejected because of the schedule, the mood and what hang out that time. And with AMIA, you can ask your friends out without the fear of that rejection because we try to eliminate those friction in hanging out together. So for example, if you just found a new restaurant, an interesting one, you can just share that on AMIA so that your friends can look at them and see, oh, this sounds like a good idea. They may share. You don't have to invite all of your friends again and again and again. And also when you share it up and you look at your friend list, you know which of your friends also want to go to a restaurant tonight. And you can contact those people and you know for sure they're in the mood and they are free to do that. Thank you.",221,64.249625,en,10,0.5794890642166137,0.31032503843307496,0.01889363694936037
KrkjR8D9LcM,0,2021,"Hi again, YC, this is Daniel, Max, Mahmoud, and Chowin. We came across this meme last year about how it wouldn't be cool to have an app that solves couples from arguing over where to eat. It was a problem thought by millions online, so we created an MVP, but we had no active users after lunch. Yeah, so we went out to talk to users about how we can improve in a context that made sense to restaurant owners since COVID hit them really hard. After interviewing 100 restaurant owners and talking to users, here's what we found. All restaurant owners want is more foot traffic and direct orders, and users want cheap food and want to know exactly what to get in seconds, just like before. So users in our revamped app would swipe to explore local restaurants and deals in a Tinder-like format, and they would get personalized restaurant recommendations based on our prediction and data. We also partnered with more than 50 restaurants in Toronto to offer exclusive deals to app users with many more to come. We just launched yesterday and are confident that with your help we'll be the number one restaurant exploration tool in the world. Thank you.",205,60.371875,en,10,0.48017958700656893,0.2786251425743103,0.051546919345855716
LlYe-he1knQ,1,2024,"Hi, I'm Jasper and I'm the co-founder and CEO of Artisan. I've always loved building businesses. My first was a candy shop in my bedroom at AJ. And then for the past few years, I've been working with my agency of 15 people to bring new brands to market with startups and huge companies. Hi, my name's Rupert. I'm the co-founder and CTO at Artisan. I have quite a heavy ML history with APSG in Ashford Physics for the University of Oxford and research at University California as well as NASA Space Telescope Science Institute. That has given me about eight and a bit years of AI and my experience at this point and fun fact, I'm against what I called in skateboarding. We're creating the first generation of true digital workers that automate job functions from end to end and calling them artisans. So all of the settings and requests can be handled by chatting directly to the agent. So the LLM is really at the core of the product and then it queries the tools in order to make much of the repetitive tasks a mile for the users. So we like to say that while other companies are putting AI into their tasks, we put tasks into AI. Exactly. And our first artisan is called Ava. She automates the entire art balance sales process. You set Ava up with a five minute back and forth conversation. We like to say it's so easy that a 70-year-old who's never had a sales force could set Ava up. And people just love the idea whenever we mention it to someone in sales, they start chasing us to get beta access to the product. And the visual thing about sales rep is that we can use the sales rep on our behalf as a free employee for essentially eating our end of food. And then we can take the workflow from the sales rep and apply that to the next generation of agents that are just rapidly scale. Exactly. So we are definitely out of time but we're going to build a hundred billion dollar company with love of YC support on that journey. There you go.",367,96.7691875,en,10,0.29160124957561495,0.21040859520435334,0.025637613609433174
noVHLJTbMQ0,0,2024,"Hey, I see, I'm Shan, and the tech of our 100, Eden. I was previously working as a software developer at Refres A.I. It is a series they start up in this generative space, which is doing text to video. So, learned those insights from there, and then applying it to Eden. So yeah, here I see, and I'm the whole business co-founder, Eden. I was working with Red as a product manager before. I work from very interesting projects there. Yes. And together we have been working from the last three years, building site project, and start up together. And this is the sixth time we are applying to YC together. Yeah. So currently what we are building is building Eden. So it's kind of an AI tool to do texture video. Specifically, our tool helps startups stay active on social media by basically posting short form videos, short form video content onto their platforms. So generates the scripts, takes those scripts and makes the video and then take that video and post it or browse all the platforms for the startups. So it's kind of like an AI intern, it's kind of like an AI intern which done all your marketing. So yeah. So we have been working on this from last two months and we are consulting two startups who are paying us $1,000 each. So it's like $2,000 a monthly recurring revenue for us. During working with this customer and using all the tools in the market, we understood some problem, some gap there. So that's why we created our MVP three days back and already signed up to YC startup for three weekly trial. So super excited to get into YC and make Eden a reality. Hopefully see you soon. Bye. Bye.",297,90.752,en,10,0.2883372366428375,0.34450741708278654,0.01986705921590328
m9dgMBiT5tw,0,2024,"Hi, I'm Michael, I'm the technical co-founder at Clipido and I'm currently a graduate student at Halsett University where I study computer science. My background isn't building and selling multiple web application platforms to other companies. Hi, I'm Maxim, I'm a business engineer and I do sales and marketing for Clipido. My background is that I took different management positions at different companies such as being the vice president or IT manager. Maxim and I both met each other when we organized the TEDx event of Belgium where we were both lead organizers. And we started Clipido because we do believe that every company is becoming a media company but the existing software doesn't really support this. So we saw a big gap in the market, solutions were too expensive or too complex and we focus on finding the relevant content and sharing it. So that's why we find it to Clipido. Hopefully we see each other at YC. Thanks for considering us, bye!",164,60.2666875,en,10,0.4312796205282211,0.2297221079468727,0.03932752758264542
FtmvGMGKOoU,0,2024,"All right, sweet. Hi, I'm Logan, co-founder and CEO of Duro. I'm Gabriel, co-founder and CTO. Duro is an online marketplace where gyms can sell passes, classes, and other on-demand services to people that are looking for work at Omega. We are taking this a step further by becoming an open ecosystem for gym management software to integrate into our platform, to make class bookings, check ins, waiver signing, a breeze. During years of traveling for work, I experienced the frustration of crappy hotel gyms and the absence of fitness amenities and short-term rentals like Airbnb. And it's just ignited our mission to create a seamless way to find quality workouts wherever you are. We launched a two-sided marketplace for web this summer with four gym partners around Los Angeles. Our friends and family used Duro, but we are in partnership talks with HAPANA, a national gym management software. We've been building Duro for the past 14 months and are now in the process of acquiring more gyms for our pending app store watch and we're in the beginning phases of fundraising. Four seconds to go.",186,60.267375,en,10,0.4925104856491089,0.24105502516031266,0.01798191759735346
JdKzTQ1gbtE,0,2024,"Hello, my name is Jonathan and I'm the founder of Symbolic.ai. I'm soon finishing my bachelor's degree here at DZU, and I'm recording this video from our campus Startup Space Skylab. Before I became a web developer and enrolled in universities to study design and self-entering, I had a really boring office job. While I was working there, I started noticing a lot of patterns in the tasks I was doing, even though they weren't exactly identical. I tried to automate them using Python and other Hex but had to realize it just couldn't account for all the real world edge cases. Last year, I then got really into AI product development, which led me to recently start Symbolic.ai and find a new way to solve this kind of work. I developed a prototype together with a big corporate office where workers can create task recipes, which the AI system then used to do the tasks completely autonomously. This approach is called MindMapper, and it 10Xs, the possibilities of what can be automated today.",174,62.9725,en,10,0.403300479054451,0.20194912999868392,0.03897147253155708
gmCkNdMsCgg,0,2024,"Hi, my name is Dennis. I'm the CEO of Obvious. I'm Martha. I'm the CEO of Obvious. What we're trying to do is make people's implicit preferences obvious. We believe that preference is a visceral thing. It's largely driven on emotion. It cannot be quantified and it cannot be articulated. It's difficult. Our first product, Shop My Style, understands people's preferences, fashion preferences through what they like, save and post on social media. We're taking this information and drastically improving the speed where we get consumers down to the products that they would enjoy. And as our big pitch, we believe that the history of finding products, product discovery, has still been the same since the start of the Internet. In the end, we just do move a world where users can carry a digital password around on the Internet and use this password in any of the vendors they might be shopping on or any marketplace they might encounter. Imagine being able to carry your preferences and unlocking tailored experience along the way. Thank you.",176,59.419875,en,10,0.5525582611560822,0.2713258504867554,0.029829179868102074
NoJOEQVz81M,1,2024,"Hello, my name is Ilyana Reed. I'm CEO of Camel. I'm currently an indie developer and most recently worked at Google as a product manager. Hi, I'm Miguel Solinas. I'm also an indie hacker and I most recently worked at Apple for three years and I'm the CTO of Camel. Hi, I'm Isabella Reed, engineer-turned-sales. I'll be the CRO here at Camel and I'll be handling customer acquisition, growth and marketing and we're based in Dallas, Texas. We're building a fleet of autonomous QA agents that can control an iPhone, create a test plan and conduct said testing, given only a link to an app store page. We came up with the idea during the testing phase of our most recent app launch. I realized that in all my time as a PM working at large companies like Google as well as small startups. I've never seen a great solution for QA and I've spent about a third of my time testing products. At previous companies, I've used unit tests and integration tests but these can be pretty fragile. There are a lot to maintain and this is pretty boring and tedious work that engineers really don't like doing. We're conservatively estimating our total addressable market to be $9 billion. To acquire our foundational customers, we're going to focus first on product-led growth where we'll be leveraging our networks to market Camel to indie developers and to small companies. Then we'll be using that pipeline to build our customer base. See you in California.",254,86.3085625,en,10,0.5738579094409942,0.2938605070114136,0.03815979436039925
AZeEjofpWks,0,2020,"Hey, YC, I hope you guys are having a blast. I just finished your 10-week program. That was a great time I'm Curtis Larry and this is my second time applying to an official YC batch and I'm still here with waiter systems and waiter systems is a drone delivery service with in-a building basically and I initially started this by targeting To cure the the long way times at quick service food restaurants Specifically like takeaway or fast food chain restaurants and so basically this robot here Navigates this set of tracks in order to move from the loading zone to the delivery zone Today was a big day for me because I actually just present it I presented to Aremark in order to get this system inside my school Georgia Tech and it looks like we're going to be developing a pilot program here at my own school So it'd be great to meet you guys and I can need all the help I can get so thank you. Have a good one",175,60.3603125,en,10,0.5554531395435334,0.19130379408597947,0.022440273500978946
9F59pssPTbY,0,2020,"Hi, my name is Dmitry and I am a founder of ESAM Car. I would like to have electric car for myself because it's eco-friendly and will help me save up money for gas line. But what I should do with my old car, if I decide to buy a new electric car, seems I have to sell it first, stay without car for some time and after this go to the dealer, use which one electric car I like and buy it, register it, find a mechanic for service it, so a lot of problems and I think many of car holders share my thoughts and concerns. That's why I decided to found a service which will embed electrical engine and battery inside petrol car instead of petrol engine. It couldn't be done at the dawn of electric vehicles, but now there is a training of trends of increase the battery's capacity and decrease battery size. And so after this kind of conversion it will be same car for car holder but already electrical. As for me, I worked at car factory after this started for mechanical engineering and finally graduated university for navigational systems engineering. I worked after university till now as a software developer. But one year ago I fell in love with car modifications and it was blow up my mind. I decided why I know why we should use new electrical cars but not our own cars. So in conclusion I would like to share the same car service with all car holders to help them gain electric car without a force.",267,121.1385,en,10,0.4620112910866737,0.31158570647239686,0.02697401251643896
wKXsdMzEJ-o,1,2020,"Hi YC, we're back again. What the guys are building, the BZB marketplace, the connects food businesses directly to supply care in Africa. The difference between where we are right now and where we are the last time we apply is that we're currently doing $60,000 monthly in GMV and we're on track to do $100,000 monthly by December 2020. Which was right on track to be doing a million in annual GMV by this time next year. At our previous application, we had 14 APN customers as of today, we have 58 customers and a 121 per hour waiting list. One thing our customers want there, most of the product weekly. And we just launch the mobile app so I press just that. Hey guys, it's our talk time applying. Hopefully we got a talk time lucky. See you soon.",141,49.9229375,en,10,0.4454041332006454,0.29575643241405486,0.024886846914887427
Lpw0soGZVas,0,2020,"Hey guys, how are you? My name is a mirror writer, the CEO and founder of CloudTask. CloudTask was designed to help solve the problem that cities and employers and companies are currently facing with the really high cost and low availability of top talent, the really low retention rate and high churn, and not to mention that it's become harder than ever for companies to get their message across with their new products and existing products due to the explosion of sales enablement tools. And not to mention there is a tool for everything creating a lot of disparate systems. CloudTask is currently a technology enabled, BPO, work managed workforce, think about it as really high end outsourcing. We actually currently have customer support teams for two Y-combinator companies as well, which is great. We are in the process right now of building out a growth acceleration platform, which I can get to in more details. It's going to be a transformation taking us from a technology enabled people company to a SaaS powered by people. Ultimately, the idea is to have all our people train AI and machine learning to create greater efficiency and to help our company solve the problem of employment, low churn, and hard difficulties with renewal, sales, and success and support. Just to give you some key figures, there is zero outside investment, no debt, I bootstrapped the company with a quarter million dollars. Four years ago, we've gone from zero to 3.4 million in sales in 2019. We're forecasting five million. We went from 1.2 million in sales with about 40,000 of EBITDA in 2018 to 3.4 million with about half a million of EBITDA in 2019. And we're really excited about the future, we're really excited to apply to the Y-combinator. We want to be part of an ecosystem that really supports innovation, and we look forward to joining you guys soon. Thank you again for taking the time to watch this. Bye-bye.",331,106.2429375,en,10,0.5881387829780579,0.16035821288824081,0.021488492377102375
YkIWep43Mlo,0,2020,"Hi, why commonator? My name is Michael Chin. I am the CEO and co-founder of Block Mason. I come from a finance background. I've been based out of Seattle and I've been working on this project for two years. And I'm Devon Cantaberry and the CTO of Block Mason and I'm based out of Seattle. I'm a full-stack generalist software engineer for 15 years and I've been working on this for just under two years. And I'm Harry Faising-Eddie. I'm based out of Vancouver Canada. I'm the CEO here at Block Mason Link and I've also been working this project for just under two years. So Link enables developers to build and end users to interact with decentralized applications without having any blockchain experience or knowing what's under the hood. So existing dApps are extremely complicated and difficult to use even by developer standards and we intend to change that. So our application link is a hosted solution with a single step between writing your code and having an always running application that requires no maintenance. We'll run the server and generate conventional web APIs for your front end to interact with using your programming language of choice. So the focus for us now is on driving user adoption of Link and get that product feedback and be able to iterate very quickly. We're looking to partner with other blockchain projects and developer communities. We recently sponsored a major hackathon out at Waterloo where we had five teams build applications using Link and none of those team members had any prior blockchain experience. So we're pretty excited by that initial product validation. This is our second application for Y Combinator. Since the first time we applied last year, we've made tremendous progress both in terms of the product and some of the adoption and partnerships that Harisha has mentioned and that we've detailed in the application. We look forward to seeing you in Sunday, California.",325,132.644,en,10,0.49013268649578096,0.3518753916025162,0.01722839567810297
9m00YAoKeBo,0,2020,"Hi, I'm Sam currently working over at Squizz to enterprise software company on the higher education industry Starting to create a sports trading card platform just only because I noticed that there's a lot of groups on Facebook and Tech Talk and Instagram that are really a widespread really unorganized Shady deals happen on them. There's no structure and the admins tend to relate this control a lot of things So what I wanted to do is bring together this platform and put everything into one. There's fun games called stacks raffles unboxings There's dice games and these all are ways that these people who do sports cards collect and trade and get rid of their cards And one thing is it's a really disorganized community and some groups Maybe there's 15-20 of the groups have about 20,000 in each group probably gained 2-3,000 messages a day The community is extremely extremely active Hundreds of transactions are going on today, and I just want to be the facilitator of all the community So people aren't missing out on deals aren't missing out on their favorite collectors Stacks or dice games. I want to make sure brick and motors can have exposure to everybody during these bad times Of course, I grew up on baseball grew up around Cooper's town playing my whole entire life It's something that I'm like that's about I think if somebody who's going to be doing this at an early stage with no co-op on or yet I think I'd be the guy so I'm looking forward to hearing back from you guys And if you don't mind me, I actually have three Michael Jordan's right here that I'm shipping out So it's a pretty robust community people like me are doing it every single day and I can't wait to hear what you guys think Thanks",311,85.971875,en,10,0.5099473714828491,0.1317172572016716,0.011274838261306286
lPEvhXbu2II,0,2020,"Hi there, my name is Anthony Ridoblato and I'm the founder of Imaginix. Basically, I have 15 years of experience in digital media, I've done business development, and I've spent a lot of time sort of in the start-up scene. I once worked for Microsoft, worked for iMacs, and worked for a company called Mercury Formworks. My partner is Brandon Morales, so he has technology, and basically he worked at Microsoft as well as a company called Parlamat, and last but not least, we have our chief creative officer. His name is Johnny Ho, he does all the design stuff, so he's had a design, and he's worked at companies like Groupon. It's also worked on 15, 20 years earlier on the first ARVR projects in Hong Kong in Europe. So we're a team of three. We also have Rob Mackey, a lawyer, we have Igor Chiminov, an investor, and we have Open Ninja who also paid for development, extra development for us, to at least get our version one of the product done. So we're really excited to play the YC, I've followed YC for a long time. You guys have a great alumni from Dropbox, the Airbnb, to Justin TV, so you have all these amazing companies that have come out of there. So we think we'd be a good fit, we're all willing to go out there, and we hope you choose us. Thank you so much.",240,97.558625,en,10,0.5193566143512726,0.3281984567642212,0.032364803925156595
klZAELzCA2E,0,2020,"AY combinator, I'm Derek Wonson, I'm founder of AlphaColo, and I am a Google Cloud Platform professional cloud architect. I am also an Ethereum miner, so you can see over here. And what I'm doing with AlphaColo is I am trying to build Ethereum smart contracts to pay for cloud computing. Right now I am building out a website so you can pay for hosted virtual machines and hosted physical machines that are running at the data center and pay for Google Cloud Platform using cryptocurrency like Ethereum, Bitcoin, Bitcoin Cash, and Litecoin. So hoping you guys will look at this and see that I want to join this winter 2020 batch, and hopefully you guys choose me to join you guys. Thanks. Bye.",124,69.1258125,en,10,0.39413413107395173,0.23709600269794465,0.031859873607754705
xoZHX1RX8os,0,2020,"Hi, I'm Mansi, I'm Ankit, and I'm Kunal, and we are the co-founders of Lossip. Lossip is a vernacular, hyper-local, location-based information sharing platform. I know it's a mouthful, but the idea is really simple. Lossip lets users share and view images, videos, or documents without the worry of sharing their personal info. Lossip was recently launched on Google Play Store and it has more than 400 downloads. We are currently in a conversation with three universities to introduce Lossip as a industry committee where we feel the app can have more potential. It is available in five languages and more than five languages. In future, we want to add a timeline view of the location as well. We envision Lossip to become the go-to platform for information exchange and we definitely need by combinators help to scale. Hope to see you in California. Goodbye.",145,64.238,en,10,0.4181175768375397,0.3104677230119705,0.023030857741832732
YgWFOduMevk,1,2020,"Hi, my name is Jose. I'm Carlos, and I'm Igolas. We are founders of Polyglota, the social method for language learning. We're from Chile, and in Latam, only 2% of the population is able to speak English freely. We've been basically obsessed in the last 10 years on how combined the best practice in the industry with the best in Navi and keep it both social and cool. We created a new social methodology, an network of thousands of personalized group classes guided by expert coaches trained in our method. People choose a plan and can learn in our online platform or in your face-to-face sessions in your networks or cafes. People just choose a payment plan and they can start learning, access couple material, and can try to progress in real-time with their skill-based learning platform. We are growing very fast, with over 12,000 students and 2.5 million dollars in revenue in the last 12 months. Our focus is to disrupt the industry, and we want to do it with Y Combinator.",173,61.6025625,en,10,0.4369636684656143,0.3138412326574326,0.02482936754822731
0eCmiIciPa4,0,2020,"Hello, I'm Keanu, I'm the CEO of Storibits. Hi, I'm Kristoff, I'm the CEO of Storibits. And I know this some time ago that younger people have problems reading all books because they're always distracted by their smartphones, so we thought it would be kind of logical to bring literature to the smartphone in an app. Yeah, so our product is an app that's called Digitale and in this app users can read fictional short stories. Those short stories are dialogue based and they resemble chat conversations. Yeah, and it's a fun product and people like it, so we kind of convinced that we are in a good way. That's probably it, bye-bye. Yeah, ciao.",115,51.3509375,en,10,0.18622321635484695,0.19591109603643417,0.010792316868901253
qlXkwuoKusU,0,2020,"Hi, my name is Mukund. I am the founder of DGMD. We aim to address the problem of the lack of access to good quality and affordable healthcare by a majority of people in the world in particular in India. I am the only one who is working full time on DGMD at the moment. I am supported by my cousin Vijay who is advising me on technical aspects and senior doctors and industry veterans in the telemedicine space on the business and the medical aspects. In our MVP, we have a chat application plus a payment gateway and in that sense we are going to be competitors towards that. WhatsApp is extremely popular in India and is used by doctors and patients for medical interactions on a daily basis. However, WhatsApp does not have the security features required of a medical application as per law similar to HIPAA and GDPR, while DGMD does. We aim to have all non-face-to-face medical interactions taking place on DGMD. We know the huge task but I think we are upset.",177,61.2775,en,10,0.6821936070919037,0.34015685617923735,0.016298515908420085
GkS3rcy-ku8,0,2021,"Hi, my name is Elliott Bryan and I focus on back-end development. Hey, my name is Timoth McCly and I focus on mobile development. How's it going, YC? My name is Asad Ahmed and I focus on operations and business development. And... Where are the founders of PACEPLIT? Before joining PACEPLIT, I worked at NASA supporting the International Space Station and Mission Ground Operations. Before PACEPLIT, I worked at Port Atlantic Ways, leading a team of four mobile developers. Prior to PACEPLIT, I've spent the last three years at Uber, focused on business development, specifically on Uber Eats, as well as Uber for Business. We all met in San Francisco, Timo and I, met at Make School, where I was student-botic president. Asad and I met in our building complex. Fun fact, I actually moved into Asad's old apartment with four other Make Schoolers. PACEPLIT is a social payments platform designed for content creators to seamlessly transact between brands, agencies and their audience. Today's financial and banking systems weren't designed for the social media era, where individuals from a young age could transition their personal brands into a business, before even being eligible to have a bank account or own a credit card. We want to partner with YC to deeper our relationship with Stripe, elevate our collective network, and also have the YC stamp of approval to further validate PACEPLIT to the VC community. Thank you for watching our video, and we look forward to building our relationship.",249,91.951,en,10,0.411014187335968,0.18229924738407136,0.027732308208942413
1At6OtR_2QA,0,2020,"Watermelon is a SaaS platform where you can integrate and centralize all your communication channels like Facebook, WhatsApp, Twitter and even the chat on your website. Besides that, you can build your own chatboard without the need to code. My name is Alexander Leinig, I'm 25 years old and I dropped out of college when I was 19. But I do have eight years of business experience, found out my first company, a social media consultancy where we help big brands with their Facebook and Twitter pages. I sold it in 2016 and that was the moment where we wanted to build Watermelon. And we have a very clear reason for that, because everything in society is 24-7 available, like your favorite shows with Netflix or your favorite songs with Spotify. And that was the reason customer care should be 24-7 available as well. It is not possible for a lot of companies to have a lot of people running around 24-7, so a chatbot is the perfect fit. So we're very different than any other chatbot management platform. We already have all the channels in place, like Facebook, WhatsApp, email, etc. You don't have to code at all, so you can easily put in content and the chatbot will learn from that, and also our machine learning algorithm has been built by ourselves. Our customers are PepsiCo, Nutrition, Domino Speeds, SaaS, mostly based in Europe and a few in Asia, and our obstacles are currently that we're not that scalable. So we have a very good business, we have nice clients, we can provide very good chatbots, but yeah, we're not scalable, we can provide 1000 customers a day with a new chatbot. We currently also integrate voice, like Google Home or Alexa, and make sure that the platform works with those integrations, and that's basically it. The rest you can see in my application, if you run through, I will eat this watermelon and it will be fine.",330,118.828125,en,10,0.4179928719997406,0.176510801166296,0.01530384155921638
RBcIdJsmLkA,0,2021,"Hi, where are I will? My name is Tim and I'm the CEO. Hi, I'm Justin, game creator and CEO. Hi, my name is Emil, I'm the tech guy and the CTO. Rather than mobile fitness game, it brings the online multiplayer game experience to the fitness world. People from all around the world can compete against each other on a daily basis. We have finished the MVP based on a proven website concept and got absolutely impressive feedback from users. And now we are working on the first mobile version to launch it as fast as possible in order to create even more traction. We are proud of our super diverse team from all around the world. Besides the founder team, we have two more developers working with us together. Now we are hiring even more people to accelerate our working speed. With YC, we want to sprint us as a team to the next big step for us. See you in California. Bye!",165,55.9136875,en,10,0.44683048129081726,0.2449204742908478,0.04284288287162781
_8uQbS0whLc,0,2023,"Hi, I'm Amy Nikkei, CEO of RapidAfrica. Hi, I'm Steven, CPU at RapidAfrica. Rapid is building Africa's first mobility software and service platform. So, in order to understand the problem that we're solving, we started out one of the business as an operator, and this allowed us key insights into the problems faced by mobility operators. These problems are centered around payments, user retention, and tracking. Based upon these problems, we've been able to integrate on different payments providers, to be able to provide our businesses, we have needed to be able to track and receive payments all on one dashboard, and also to be able to track their fleets in different locations, and also be able to provide a platform whereby they can receive and collect payments. During our proof of concepts, we're able to sign up one thousand users, and process eight thousand transactions, and currently we're signed on two enterprise operators. We're looking forward to being a part of YC, because this will enable us to scale our operations towards every order of African mobility operator out there. Thank you so much YC, we look forward to being a part of the Winter Core Train Train 3. Thank you.",202,84.706375,en,10,0.674563604593277,0.23677659630775452,0.026149932853877546
yO8ctjbiIzM,1,2013,"Hi, my name is Faye Dyle. There are a lot of women out there who go to a boutique and pay $4,400 for this Chanel bag. Even though it's on eBay for two grand, they don't even think about it because it might be fake. There are also a lot of sellers out there who won't list luxury items online because of false counterfeit claims. So the only option left is consignment stores that charge 30 to 60% of the final sale. Lollipuff wants to be the online auction site for designer items. We make sure that the item is authentic and is in the possession of the seller. This is so important to both buyers and sellers. The really cool part about this is that we're not just an idea. We've already tested the concept out on a blog with hundreds of buttersmiths transactions. From the blog, we also have hundreds of bidders, buyers and sellers, thousands of valuable email contacts and a great web reputation. Plus, we have a kick-butt team. Hi, I'm Travis Dyle. I'm a Python guru. I come by chops and robotics, but now I'm a Django web developer. Hey, my name is Dave. I've been programming since I was 10 and it's still my favorite hobby. Thank you so much for your time and we hope that we're one of the lucky few picked.",230,86.58725,en,10,0.3613965749740601,0.2750101566314697,0.014049695804715157
Kwyd5jrm66E,0,2022,"Hey there, this is Steven Lucas, a badass self-top programmer who's been the lead on countless projects over the last 20 years. And this is Joanna Weeb, she built copy hackers, which brings in 3 million a year. We met Adam to it, and now we're building packs together. Which started as a simple way to save all your links and files on a top. I mean, we first built it because I just wanted to save a link in a client's Google Drive, and I couldn't. It turns out drives are really precious about their platform and basically hate all other file types. So we built packs as a place to put any file type and add context to it. We wanted to organize the chaos of online work. Right, which alone is pretty cool, I think there are a lot of unorganized assets out there with more than 600 million people using online drive. So that's a lot and packs can organize all of it like a breeze. And packs can do even more than that. A pack is like a webpage, but better. It's an online drive with a style UI. So we're taking our websites too. Which is a big frightening idea and we love it. The whole world can one day save all their stuff on a pack. So please let us interview for why combinator winter. Thanks.",233,60.7201875,en,10,0.2401156783103943,0.28659955859184266,0.02683937530964613
-S83fysRwn4,1,2013,"Hi, I'm Parker Conrad. I'm founder of Zenefits. Zenefits is a platform for small businesses to manage insurance and benefits, primarily health insurance. And one way to think about this is that we're trying to replicate or actually really improve on everything that a small group commercial insurance broker does for their clients. And that starts with sick integrations into payroll systems that lets us pull out all the key HR data about a company and its employees, so that you don't have to sort of write out all that information and pencil on a form that's been faxed to you by your insurance broker. And then we integrate with all the insurance carriers so that we can get you instant quotes. And then if you enroll in an policy, we can log back into your payroll system and set up all the deductions correctly so that things go smoothly next time you run payroll. And what the end goal here is released that as a company founder or HR person or what have you, you never have to think about this again. It just works and you don't have to worry about it. And there are a couple of interesting things about this business. The first is that the state of technology in the insurance industry is just woefully behind the times. And I truly believe that we can do a much better job. There's nothing that an insurance broker does that we can't do better in software because we can personalize advice to you and your situation and your employee situations rather than sort of speaking in generalities. But the second sort of interesting thing is that starting in 2014, commissions are going to start coming down on health insurance for insurance brokers as a result of provisions in Obama and the Obamacare legislation. And insurance brokers have been complaining for years that they don't make enough money on their small group clients. And so a lot of them are saying that starting in 2014, they're either going to stop working with small groups or they're going to start charging a per-member per month administration fee. So one of the really interesting things here is that I could be launching this product at a time when the wheels are really coming off the cart for the existing solutions in the marketplace. A bit about me and my background. Before this company, I was co-founder and head of product at SIGFIG, which is the world's largest online financial advisor by AUM, about $40 billion when I left the company. And there, I managed the team that built our SIG integrations. So I have a lot of experience with building that stuff. We built it from scratch, which is obviously really useful for the current venture. And you maybe wonder, you're thinking yourself, well, where are the other co-founders? Are they sort of hiding sort of just out of frame here or something? And I am a solo founder right now, but I won't be for long. I have a non-recruit provision with my former company that lasts until the end of October. And there are like two or three real rock star folks that I want to recruit into this latest company that I think all have a good chance of getting. And so hopefully by the time the product starts, this will be sort of a three or four person company instead of one person company today. Thanks. Bye.",581,156.618625,en,10,0.6023712694644928,0.29889199137687683,0.019167859852313996
Ipf247AmhiI,1,2013,"Hi White Combinator, I'm Walker Williams, and I'm Evan Sites Clayton, and we're the co-founders of Teespring. Teespring allows you to crowdfund awesome custom apparel with an all-we're-nothing crowdfunding model. We're doing it in a new way, and people like it. So far, we've gone from our minimum viable product, and in eight months, we've gone to over $600,000 in revenue with over $150,000 of those baby just the last month. We're growing, but we're not growing fast enough. We want to grow at the speed of a White Combinator company. Everything we've done so far has been done with no marketing dollars. We've even received buyout offers from two of the biggest competitors in our space. So please accept us into the White Combinator Spring Program and help us take Teespring to the next level and eventually we'll crowdfund the world.",142,46.7069375,en,10,0.451356241106987,0.222162064909935,0.01901285219937563
